Date,Value
2000-03-17,0.1804510649326001
2000-03-18,0.17047497241753146
2000-03-19,0.04667777279426494
2000-03-20,0.06487045119606263
2000-03-21,-0.5443743134234177
2000-03-22,-0.5014010170899877
2000-03-23,-0.2939870422184663
2000-03-24,0.20817857964768177
2000-03-25,0.011061798236051218
2000-03-26,-0.2336986422791153
2000-03-27,-0.3374860268986532
2000-03-28,0.00463181379169969
2000-03-29,0.10233078393126509
2000-03-30,-0.07706343398509954
2000-03-31,0.09232948274592717
2000-04-01,0.10298685100115386
2000-04-02,0.37298297796078983
2000-04-03,0.08777045420542615
2000-04-04,-0.028082280614989533
2000-04-05,-0.14009827043163892
2000-04-06,-0.5511331007849467
2000-04-07,-0.3520703975085846
2000-04-08,-0.2033397363529009
2000-04-09,-0.16113775208958245
2000-04-10,-0.19928634168421006
2000-04-11,-0.5840402959624923
2000-04-12,-0.5934258335996015
2000-04-13,-0.5775550218377121
2000-04-14,-0.7027271982366554
2000-04-15,-0.6105674720891271
2000-04-16,-0.3672387206269402
2000-04-17,0.27206479386160687
2000-04-18,0.2700251789388372
2000-04-19,0.2932852603678991
2000-04-20,0.21229443356446914
2000-04-21,-0.4057958177381371
2000-04-22,-0.33259081682527475
2000-04-23,-0.24800359047791187
2000-04-24,0.5405697613632563
2000-04-25,0.3747475196562683
2000-04-26,0.39026221842509834
2000-04-27,0.30179624382850573
2000-04-28,-0.10916641622305501
2000-04-29,0.2555137113760621
2000-04-30,0.4299908789068819
2000-05-01,0.5813022872384196
2000-05-02,0.19222559335231404
2000-05-03,0.574618767962681
2000-05-04,0.03913969553246055
2000-05-05,0.20736888456604954
2000-05-06,0.8230317953958332
2000-05-07,0.3612645387774601
2000-05-08,0.11912231214113653
2000-05-09,0.12519325923920158
2000-05-10,-0.05088808884349848
2000-05-11,-0.5059095003946386
2000-05-12,-0.38415870787390266
2000-05-13,-0.6260180804169536
2000-05-14,-0.3587367351430084
2000-05-15,-0.5628166583845476
2000-05-16,0.014726994797623683
2000-05-17,-0.22319439186277215
2000-05-18,-0.27517396835192043
2000-05-19,0.023915990529364578
2000-05-20,-0.3501265025066949
2000-05-21,-0.2118632216241171
2000-05-22,0.2226522489854347
2000-05-23,-0.3041231711800204
2000-05-24,-0.18790837938432509
2000-05-25,-0.07236186523293302
2000-05-26,0.17665736934684667
2000-05-27,-0.22975931778594724
2000-05-28,-0.5799444381540407
2000-05-29,-0.30737308083816334
2000-05-30,-0.15680306270057487
2000-05-31,-0.05029459505669695
2000-06-01,0.06369878680373514
2000-06-02,-0.15304838703055912
2000-06-03,-0.05276260047614624
2000-06-04,0.04571166160868737
2000-06-05,-0.17773609612096045
2000-06-06,0.41754347644665857
2000-06-07,0.47618465743086313
2000-06-08,0.023556676783895947
2000-06-09,0.21581142401726566
2000-06-10,-0.1197553618543839
2000-06-11,0.14032109163922846
2000-06-12,0.459835547013604
2000-06-13,0.12166374210537009
2000-06-14,0.38634383245759263
2000-06-15,0.43290934404702364
2000-06-16,0.5929455232359659
2000-06-17,1.0433943133849568
2000-06-18,0.7610990159071044
2000-06-19,0.3827583634184367
2000-06-20,0.0393523618470924
2000-06-21,-0.21326119601195756
2000-06-22,-0.19373946963379732
2000-06-23,-0.0526459832620447
2000-06-24,0.04089045318936996
2000-06-25,0.2808673372623031
2000-06-26,0.2285944373732146
2000-06-27,0.6189357730457667
2000-06-28,0.4157515684652266
2000-06-29,1.148652004749067
2000-06-30,1.1066218081287555
2000-07-01,0.6281501795781197
2000-07-02,0.18125239424416206
2000-07-03,0.2897436399682852
2000-07-04,0.16475607637687295
2000-07-05,0.3460050093291259
2000-07-06,0.4187752948353642
2000-07-07,0.31317156207122954
2000-07-08,-0.003500865763537808
2000-07-09,-0.45725486001658966
2000-07-10,-0.49975837363337805
2000-07-11,-0.14288706060966078
2000-07-12,-0.050081525248667436
2000-07-13,-0.41378685381253033
2000-07-14,-0.27907520529466967
2000-07-15,-0.10766495031708471
2000-07-16,-0.35128919111400764
2000-07-17,-0.23491382110754774
2000-07-18,-0.17046844135223824
2000-07-19,-0.47926584243097753
2000-07-20,-0.2760764658402971
2000-07-21,-0.05262581476176739
2000-07-22,0.2828147211431692
2000-07-23,0.5423923925250063
2000-07-24,0.020613103632877716
2000-07-25,-0.26485702906823466
2000-07-26,-0.05737504309198982
2000-07-27,0.10823575080007078
2000-07-28,0.241102906531871
2000-07-29,1.348701772421913
2000-07-30,1.2502285711454806
2000-07-31,1.340852548970564
2000-08-01,1.358882568224412
2000-08-02,1.282523429971269
2000-08-03,0.9314379705849115
2000-08-04,0.9728411426159095
2000-08-05,0.5464253497314561
2000-08-06,0.3660946977631622
2000-08-07,0.14726669386179878
2000-08-08,0.1423755969053358
2000-08-09,0.8082980475263213
2000-08-10,0.08645888024353265
2000-08-11,0.27504516130718015
2000-08-12,-0.2637786323111514
2000-08-13,-0.35260246558575115
2000-08-14,0.04460320662160888
2000-08-15,0.054966571025925934
2000-08-16,-0.27935017655805106
2000-08-17,-0.4380712540244313
2000-08-18,-0.14657767853914236
2000-08-19,-0.3363721323464549
2000-08-20,-0.20416012900257147
2000-08-21,-0.14965655123091304
2000-08-22,-0.31520534526647553
2000-08-23,0.3910189505844172
2000-08-24,0.5029908671629372
2000-08-25,-0.20515008226693238
2000-08-26,-0.10818377138271762
2000-08-27,-0.28508295653669047
2000-08-28,0.027663635209514786
2000-08-29,-0.21562531336219837
2000-08-30,-0.20692118312982843
2000-08-31,-0.014040762809725604
2000-09-01,0.24849394800325592
2000-09-02,-0.16129376371412812
2000-09-03,-0.22938538172358702
2000-09-04,-0.3259918987271565
2000-09-05,-0.45679228875383876
2000-09-06,0.16420244108125803
2000-09-07,0.2528564661532931
2000-09-08,-0.17598001337787905
2000-09-09,0.13457457341412957
2000-09-10,0.7443065178350936
2000-09-11,0.905184792433419
2000-09-12,0.2683368441605312
2000-09-13,0.06939925346854958
2000-09-14,0.4355927475308265
2000-09-15,0.13617335833902702
2000-09-16,0.24208451511509016
2000-09-17,0.42605782812087317
2000-09-18,0.0627671210232737
2000-09-19,0.03235609000007894
2000-09-20,-0.9464953300206586
2000-09-21,-1.0645125564168139
2000-09-22,-0.9273804905513993
2000-09-23,-1.1162393470305743
2000-09-24,-0.40326808644496887
2000-09-25,-0.751656882544165
2000-09-26,-0.7333388520444271
2000-09-27,-0.5474489084497143
2000-09-28,-0.005577140039936812
2000-09-29,-0.43522035738578124
2000-09-30,0.0007728397378628515
2000-10-01,0.0036881900961663956
2000-10-02,-0.29150204323745216
2000-10-03,-0.09457059231098053
2000-10-04,-0.015938565176743427
2000-10-05,-0.19281591528903314
2000-10-06,-0.13331210673422084
2000-10-07,-0.22224376444590474
2000-10-08,-0.1437398079813494
2000-10-09,0.08364735597123447
2000-10-10,0.5427229296205932
2000-10-11,0.06283369404841987
2000-10-12,0.6901769676356159
2000-10-13,-0.03348476574825776
2000-10-14,-0.07232334110928121
2000-10-15,0.11863648905794799
2000-10-16,0.1792067515668682
2000-10-17,-0.04344445469268357
2000-10-18,-0.09719223886132942
2000-10-19,-0.2256540714867134
2000-10-20,-0.3573326842726342
2000-10-21,-0.03098551831180002
2000-10-22,0.08231623114007419
2000-10-23,-0.14201989366613688
2000-10-24,0.1562640476970657
2000-10-25,0.21720109442063534
2000-10-26,0.4176195111881963
2000-10-27,0.5229842615276408
2000-10-28,0.16968890594549096
2000-10-29,-0.03230318730269807
2000-10-30,0.19834553169482005
2000-10-31,0.3417875049858955
2000-11-01,0.267159525799472
2000-11-02,0.2489258356322122
2000-11-03,0.5824401372422973
2000-11-04,0.2884806931430889
2000-11-05,0.39491376886548246
2000-11-06,0.25527321936221775
2000-11-07,0.13891421452160813
2000-11-08,0.44076442721344355
2000-11-09,0.6002364464671638
2000-11-10,0.7242420479739227
2000-11-11,0.9710372805254368
2000-11-12,0.7831309769101773
2000-11-13,0.8310906729166311
2000-11-14,0.5717925113552681
2000-11-15,0.5546839148307471
2000-11-16,0.4047042155542923
2000-11-17,0.35286216194124936
2000-11-18,0.46083683718407364
2000-11-19,0.12320326477721721
2000-11-20,0.7262787945274118
2000-11-21,0.2792178211720189
2000-11-22,-0.14088232689870453
2000-11-23,0.23472740053105673
2000-11-24,0.4252807286137261
2000-11-25,0.5274605280066275
2000-11-26,0.6104720751845859
2000-11-27,0.48470362829359437
2000-11-28,0.11858659118912607
2000-11-29,0.11761064040941877
2000-11-30,-0.10906000112609848
2000-12-01,0.20528791912444655
2000-12-02,0.12011312084891565
2000-12-03,-0.15155866235862092
2000-12-04,-0.21766268238279476
2000-12-05,-0.05025070962354852
2000-12-06,-0.20931793354003123
2000-12-07,-0.4141204655019544
2000-12-08,-0.25819020895398986
2000-12-09,-0.1330621958305751
2000-12-10,-0.258532709275799
2000-12-11,-0.34813765910613603
2000-12-12,-0.20889514607761794
2000-12-13,-0.6015414193112916
2000-12-14,-0.9034722677619998
2000-12-15,-0.9383110805853307
2000-12-16,-0.8146830099818188
2000-12-17,-0.5584741383060536
2000-12-18,-0.004172445559977367
2000-12-19,0.2539599305126239
2000-12-20,0.155186385421071
2000-12-21,0.11844424596605015
2000-12-22,-0.20600341261850252
2000-12-23,-0.17035667089251902
2000-12-24,-0.2228829283900567
2000-12-25,-0.08149077461061853
2000-12-26,-0.31336190275419173
2000-12-27,-0.0948855679310017
2000-12-28,0.3839132195559719
2000-12-29,0.27450253110772027
2000-12-30,0.34011554151585865
2000-12-31,0.4791356307260207
2001-01-01,0.26294236301506574
2001-01-02,0.2775816349551776
2001-01-03,0.22584302819868057
2001-01-04,0.209977252123594
2001-01-05,-0.0639211334577647
2001-01-06,-0.04378385448852896
2001-01-07,0.11437240378281176
2001-01-08,0.5268410053647619
2001-01-09,0.7092540521173716
2001-01-10,1.2133579789473643
2001-01-11,0.7404821142914766
2001-01-12,0.8540818824493848
2001-01-13,0.7382681076810134
2001-01-14,1.2475553661101124
2001-01-15,0.7555548072815446
2001-01-16,0.3525272931710029
2001-01-17,0.10220404090359572
2001-01-18,-0.5554054845700654
2001-01-19,-0.6020508941602807
2001-01-20,-0.7093805137943339
2001-01-21,-0.5223862750926048
2001-01-22,-0.315382227340936
2001-01-23,0.310545469892017
2001-01-24,0.5335635273694287
2001-01-25,0.253779725196822
2001-01-26,-0.06650062124704978
2001-01-27,0.09437525445431189
2001-01-28,-0.32056975854274317
2001-01-29,0.2929818229221115
2001-01-30,0.5882174945540752
2001-01-31,0.32982130001184873
2001-02-01,-0.25008331871778416
2001-02-02,0.20609505727539648
2001-02-03,0.13051409224453184
2001-02-04,0.475756167387664
2001-02-05,-0.09772336372817886
2001-02-06,-0.25799119786867497
2001-02-07,-0.20481984837948503
2001-02-08,-0.1497617005741654
2001-02-09,-0.2548290019031054
2001-02-10,-0.017008221818234748
2001-02-11,-0.3338927062693661
2001-02-12,-0.30982801052188097
2001-02-13,-0.21177371890393512
2001-02-14,-0.015087324905523392
2001-02-15,0.2014146035022482
2001-02-16,-0.17626094474956217
2001-02-17,-0.6012430070203364
2001-02-18,-0.09769135904671644
2001-02-19,0.02154111635650434
2001-02-20,-0.2073130678817626
2001-02-21,0.2994951383513468
2001-02-22,0.27429850096893504
2001-02-23,0.573227955994296
2001-02-24,0.47883790921846947
2001-02-25,1.0012947048393717
2001-02-26,1.3276380166044586
2001-02-27,0.9874211687398448
2001-02-28,1.0814082202781825
2001-03-01,1.0587393610980904
2001-03-02,1.257580956138177
2001-03-03,0.7165877267365104
2001-03-04,0.7790856193887401
2001-03-05,0.9407958415658685
2001-03-06,0.2250148273257605
2001-03-07,-0.1749656919391241
2001-03-08,-0.7517422068793294
2001-03-09,-0.6822158158368309
2001-03-10,-0.33050997593067605
2001-03-11,0.18629913488426753
2001-03-12,0.17126774203334658
2001-03-13,0.6255988572980649
2001-03-14,0.08644864837398453
2001-03-15,-0.4418558131073587
2001-03-16,-0.37014896015487264
2001-03-17,-0.1808995334421059
2001-03-18,-0.15452805118191268
2001-03-19,-0.7438550709574931
2001-03-20,-0.6218200686198311
2001-03-21,-0.8887969050473208
2001-03-22,-0.5101357593888451
2001-03-23,-0.29812913368202165
2001-03-24,-0.520467242843824
2001-03-25,-0.5705338694760672
2001-03-26,-0.7741911521475393
2001-03-27,-0.6381566508999831
2001-03-28,-0.22398262456961499
2001-03-29,-0.4749039135563551
2001-03-30,-0.2287091761897308
2001-03-31,-0.34204462646351685
2001-04-01,-0.5114975508495168
2001-04-02,-0.44130714866598075
2001-04-03,-0.6636184156585969
2001-04-04,-0.6969895241310322
2001-04-05,-0.9169549870814804
2001-04-06,-0.14414644979026758
2001-04-07,-0.1047380942406955
2001-04-08,-0.29370812779033206
2001-04-09,-0.17077252901199907
2001-04-10,-0.1703164381168482
2001-04-11,-0.20254403035344548
2001-04-12,0.022214785730271164
2001-04-13,0.24502414159840846
2001-04-14,0.036868968995568546
2001-04-15,-0.14325029699694916
2001-04-16,-0.19711574674305254
2001-04-17,-0.8482689468151176
2001-04-18,-1.1331724761116597
2001-04-19,-0.4964757006559704
2001-04-20,0.09630975352560872
2001-04-21,0.002336990953573495
2001-04-22,0.17483668167958874
2001-04-23,0.23324439170673184
2001-04-24,1.1102597559019567
2001-04-25,1.2240802781519384
2001-04-26,0.9408889450773208
2001-04-27,0.466049023881729
2001-04-28,-0.10909467697188852
2001-04-29,-0.026236650817343894
2001-04-30,-0.24789454423916613
2001-05-01,-0.6249917482706351
2001-05-02,-0.693965263889266
2001-05-03,-0.8796366121957313
2001-05-04,-0.19756679923481568
2001-05-05,0.10643848769698261
2001-05-06,0.08275899776260087
2001-05-07,0.5101904398770885
2001-05-08,0.4313628441959563
2001-05-09,0.08670501495828598
2001-05-10,0.5263012351475259
2001-05-11,0.5827140012234183
2001-05-12,0.15499735468079773
2001-05-13,0.06689628031955573
2001-05-14,-0.20916845175978255
2001-05-15,-0.5821746806971269
2001-05-16,-0.1878864802982091
2001-05-17,0.4225158079024718
2001-05-18,-0.08155762582376486
2001-05-19,0.10364467034815937
2001-05-20,-0.11227703445802059
2001-05-21,-0.2359592426958253
2001-05-22,-0.366485571428321
2001-05-23,-0.5523856880466016
2001-05-24,-0.4273520620538332
2001-05-25,-0.5911666845663779
2001-05-26,-0.3917962999191507
2001-05-27,-0.3285084727700617
2001-05-28,-0.3344911922759723
2001-05-29,-0.5398620524332571
2001-05-30,-0.6049210411171055
2001-05-31,-0.25731946514595766
2001-06-01,-0.05558041582945192
2001-06-02,-0.33773090610312684
2001-06-03,-0.24038503325373375
2001-06-04,0.03310811040854969
2001-06-05,-0.4743350960095718
2001-06-06,-0.216460019093677
2001-06-07,-0.3719551429586956
2001-06-08,-0.12638451378900867
2001-06-09,-0.330085357993962
2001-06-10,-0.8055329165945253
2001-06-11,-1.132689064640569
2001-06-12,-0.8917257677140407
2001-06-13,-0.635463863654788
2001-06-14,-0.779666078455153
2001-06-15,-0.43215512513091026
2001-06-16,-0.8441801187854161
2001-06-17,-0.6951680346225279
2001-06-18,-0.9194392876267594
2001-06-19,-0.9311022624420553
2001-06-20,-0.7306622085587201
2001-06-21,-0.8426537764321618
2001-06-22,-0.789489684414677
2001-06-23,-0.32970390476740946
2001-06-24,-0.43683068467087216
2001-06-25,-0.09875691411715526
2001-06-26,-0.4179175876910097
2001-06-27,-0.1753928167782229
2001-06-28,0.2921563327747918
2001-06-29,-0.5077682838183533
2001-06-30,-0.6452832036958257
2001-07-01,-0.34310492480249855
2001-07-02,-0.33539755565489665
2001-07-03,-0.15697428251252468
2001-07-04,-0.30677498202476594
2001-07-05,-0.2194430493779428
2001-07-06,-0.22225761011997808
2001-07-07,0.1725285304019597
2001-07-08,0.2143490773119317
2001-07-09,0.272760060472106
2001-07-10,0.09464495854094461
2001-07-11,-0.07056590038899235
2001-07-12,-0.18622017665708016
2001-07-13,-0.03064049861217509
2001-07-14,-0.15080774313581896
2001-07-15,-0.0337137374397313
2001-07-16,0.5956492496418466
2001-07-17,0.737856810742985
2001-07-18,0.49247838894403567
2001-07-19,0.754346887804412
2001-07-20,0.48105489833706416
2001-07-21,-0.22659344188370484
2001-07-22,-0.4837006467821851
2001-07-23,-0.9481980937335048
2001-07-24,-0.8640125201991966
2001-07-25,-0.6856845024024918
2001-07-26,-0.04561640823940871
2001-07-27,0.061585085537721816
2001-07-28,-0.016462090212481816
2001-07-29,0.23565200218506127
2001-07-30,-0.47481899095431657
2001-07-31,-0.30917082533088347
2001-08-01,-0.016077102098616763
2001-08-02,-0.45643755541284586
2001-08-03,-0.022023831368197966
2001-08-04,0.08392985715376586
2001-08-05,-0.057442488447227685
2001-08-06,0.1438805690741033
2001-08-07,0.7963123126006013
2001-08-08,0.6916097265980297
2001-08-09,0.6277539571685246
2001-08-10,0.3643948958727465
2001-08-11,0.0365626058587597
2001-08-12,0.2783508296502814
2001-08-13,-0.034144484052435004
2001-08-14,-0.005845716076130266
2001-08-15,-0.1479738068904392
2001-08-16,0.02531490221156618
2001-08-17,0.12035055335533743
2001-08-18,0.4075424259616397
2001-08-19,0.1730290211128877
2001-08-20,0.057460736302298795
2001-08-21,-0.24766052569285318
2001-08-22,-0.331416398577116
2001-08-23,-0.15194297094823717
2001-08-24,0.10554220823501581
2001-08-25,-0.19221583066527498
2001-08-26,0.10710911149947805
2001-08-27,0.49237864684106775
2001-08-28,0.5179333884399645
2001-08-29,0.9773854545193914
2001-08-30,0.5497716038844414
2001-08-31,0.066420872114128
2001-09-01,-0.48047937697998117
2001-09-02,0.06442979186276998
2001-09-03,0.24785353039643332
2001-09-04,0.18160742304401015
2001-09-05,0.2292765263311542
2001-09-06,-0.15422549312458955
2001-09-07,0.6103451993853762
2001-09-08,0.5270425141008692
2001-09-09,0.45445244966216325
2001-09-10,0.5812919468993382
2001-09-11,0.6093363270404846
2001-09-12,0.5546342689161271
2001-09-13,0.2065650784993081
2001-09-14,0.3066925699402452
2001-09-15,0.8099614048947062
2001-09-16,1.0515951377622583
2001-09-17,1.319232098201626
2001-09-18,0.9020209756319452
2001-09-19,0.42473533442798195
2001-09-20,0.30205219151249113
2001-09-21,0.2583592268966013
2001-09-22,0.5349448370585657
2001-09-23,-0.07978351926759325
2001-09-24,0.3950382804241095
2001-09-25,0.2686282547655908
2001-09-26,0.08683828282824665
2001-09-27,-0.23416068631545295
2001-09-28,-0.6837855506120931
2001-09-29,-0.3000772653011001
2001-09-30,-0.21806642208435895
2001-10-01,-0.5614414075898033
2001-10-02,-0.8376767576909274
2001-10-03,-0.7708768159397804
2001-10-04,-0.11599499516500655
2001-10-05,-0.17067340154108668
2001-10-06,-0.5874816071683012
2001-10-07,-0.5437082049604243
2001-10-08,-0.5167836348926406
2001-10-09,-1.222492900796584
2001-10-10,-0.9942827805926109
2001-10-11,-0.864706583536692
2001-10-12,-0.4829033573853282
2001-10-13,0.16836414257534094
2001-10-14,0.4726608229246
2001-10-15,0.2974620511732309
2001-10-16,-0.09398813168391637
2001-10-17,0.6968174356278249
2001-10-18,0.5752194787066064
2001-10-19,0.464354370539169
2001-10-20,0.3642459702983342
2001-10-21,0.35082220446902385
2001-10-22,0.23734963999803635
2001-10-23,0.01778110993435822
2001-10-24,-0.14983279442463104
2001-10-25,-0.12969221660450436
2001-10-26,-0.266781204623733
2001-10-27,-0.42727869850213573
2001-10-28,-0.30989389049413957
2001-10-29,-0.32440827762156826
2001-10-30,0.19167127447755195
2001-10-31,-0.641953922935862
2001-11-01,-0.1861110827719511
2001-11-02,0.22493669153172782
2001-11-03,-0.44206771649706256
2001-11-04,-0.45646045142175473
2001-11-05,-0.47660062093614125
2001-11-06,-0.8035340051642594
2001-11-07,-0.8761722104086702
2001-11-08,-1.0341105219666848
2001-11-09,-0.3016072845462612
2001-11-10,0.03941769030722936
2001-11-11,0.4130006807440311
2001-11-12,0.5469021638081955
2001-11-13,0.09880619968138765
2001-11-14,-0.07831112013882198
2001-11-15,0.08416347225731782
2001-11-16,-0.2993075648617293
2001-11-17,-0.025546522837667063
2001-11-18,-0.09253483771757415
2001-11-19,-0.18647411243893858
2001-11-20,0.06410870050989656
2001-11-21,0.18456595385372918
2001-11-22,0.03936291333725936
2001-11-23,0.3792892716790819
2001-11-24,-0.020887580936703676
2001-11-25,0.16807061733391618
2001-11-26,0.3123868712576481
2001-11-27,0.1570455652119214
2001-11-28,0.2234763588421725
2001-11-29,-0.19655298584185288
2001-11-30,0.11996571708858797
2001-12-01,0.04050193273797367
2001-12-02,-0.1244153599653329
2001-12-03,0.21517047977880044
2001-12-04,-0.03916672333978741
2001-12-05,-0.4538717675808978
2001-12-06,-0.8300861661218895
2001-12-07,-0.4822659474938197
2001-12-08,-0.7699415637439406
2001-12-09,-0.08951499639984317
2001-12-10,-0.6961908194849912
2001-12-11,-0.04801574510098161
2001-12-12,0.024892644080000234
2001-12-13,-0.009099818297117524
2001-12-14,-0.17075558068037894
2001-12-15,-0.016863630238681912
2001-12-16,-0.02478131491840004
2001-12-17,0.3111655126702364
2001-12-18,0.283200704734801
2001-12-19,0.2716510922264041
2001-12-20,0.10823721011696655
2001-12-21,0.06950608097725301
2001-12-22,0.14794539544942018
2001-12-23,-0.3946942014374515
2001-12-24,-0.7202109877816751
2001-12-25,-0.3531895620185257
2001-12-26,-0.231292018176438
2001-12-27,-0.24022861544695415
2001-12-28,-0.1866527124379454
2001-12-29,-0.04504765834185502
2001-12-30,-0.19796603076629246
2001-12-31,-0.39186424223372773
2002-01-01,-0.25473781725767775
2002-01-02,-0.4973020870906518
2002-01-03,-0.27536584295817995
2002-01-04,-0.731067755637896
2002-01-05,-0.2761075133126238
2002-01-06,-0.07910676592618615
2002-01-07,0.01352350755321377
2002-01-08,0.3056261012262252
2002-01-09,0.744143214319753
2002-01-10,0.8996255909612416
2002-01-11,0.16743820336949977
2002-01-12,-0.24992252732511064
2002-01-13,-0.38738359516879217
2002-01-14,-0.30207956107178363
2002-01-15,-0.08636594271669001
2002-01-16,-0.2868158981193917
2002-01-17,-0.17342268915238984
2002-01-18,-0.3653530310279086
2002-01-19,-0.4757377657199114
2002-01-20,-0.8025885416303957
2002-01-21,-0.9190408071375878
2002-01-22,-1.1407380273949703
2002-01-23,-1.205352397809176
2002-01-24,-0.6481893792649891
2002-01-25,-0.8033711700615742
2002-01-26,0.14701768340195787
2002-01-27,0.26560951698583307
2002-01-28,0.2679384506971286
2002-01-29,-0.04315657349666113
2002-01-30,0.1755677050253685
2002-01-31,-0.032237183851037354
2002-02-01,0.010813197312778543
2002-02-02,0.7766759193308612
2002-02-03,0.5925227655472941
2002-02-04,0.8188002103235381
2002-02-05,0.4440872407210643
2002-02-06,0.344773245427763
2002-02-07,0.8070587870328634
2002-02-08,0.45755691228996054
2002-02-09,0.909780097231047
2002-02-10,0.9401496584214803
2002-02-11,0.583379693968904
2002-02-12,0.6564260768917795
2002-02-13,0.8169071964014425
2002-02-14,0.840068745786313
2002-02-15,0.20098758066191352
2002-02-16,-0.05735108821792975
2002-02-17,-0.12013646123979524
2002-02-18,-0.11843919772185008
2002-02-19,0.09145027108772333
2002-02-20,0.1264705171501548
2002-02-21,-0.2994268938929065
2002-02-22,-0.12548215981253624
2002-02-23,0.08278999573511794
2002-02-24,0.23416913096740627
2002-02-25,0.5115695224403116
2002-02-26,0.6594322643169205
2002-02-27,0.6652998352220674
2002-02-28,0.5111901547400598
2002-03-01,-0.08933615626274954
2002-03-02,0.05741654072957611
2002-03-03,0.10823953873259423
2002-03-04,0.1680652821446874
2002-03-05,-0.24857234703034287
2002-03-06,-0.523174839746753
2002-03-07,-0.10259401579753141
2002-03-08,-0.09394175879502165
2002-03-09,0.12929680217577
2002-03-10,0.11193295457975436
2002-03-11,0.09847320551252704
2002-03-12,0.36026370620282094
2002-03-13,0.13339754649704463
2002-03-14,0.13555427027993072
2002-03-15,-0.03023917038756814
2002-03-16,-0.15454020453974918
2002-03-17,-0.21638380067239116
2002-03-18,-0.10646690904779908
2002-03-19,-0.22879811373728248
2002-03-20,0.19368834668223023
2002-03-21,-0.11343151332006698
2002-03-22,-0.1468067039044613
2002-03-23,-0.2493646806058215
2002-03-24,0.23460162082146263
2002-03-25,0.24664772961064252
2002-03-26,0.5068715455291045
2002-03-27,-0.040170875487807955
2002-03-28,0.04797837937053129
2002-03-29,0.30527194218345616
2002-03-30,0.26890275052939216
2002-03-31,0.534766312943119
2002-04-01,0.2726265153243836
2002-04-02,0.6409054443151808
2002-04-03,1.2023937925379198
2002-04-04,0.8530634658984382
2002-04-05,0.548800016298519
2002-04-06,0.8750553561741254
2002-04-07,1.1739159286585141
2002-04-08,0.7822747347808309
2002-04-09,0.49976374269590756
2002-04-10,0.31527561149857386
2002-04-11,-0.151114664111424
2002-04-12,-0.3964873152343987
2002-04-13,-0.6184320822131393
2002-04-14,-0.7250849353017499
2002-04-15,-0.5904734144574343
2002-04-16,-0.40211431180499124
2002-04-17,0.14345869840023
2002-04-18,-0.18473925350145326
2002-04-19,0.14750531674181247
2002-04-20,0.0538076001257973
2002-04-21,0.02820696720490796
2002-04-22,0.22501142141390748
2002-04-23,-0.15680746933756357
2002-04-24,-0.010723051614835666
2002-04-25,0.04135722117204829
2002-04-26,0.18082115614008337
2002-04-27,0.23140751808441212
2002-04-28,0.921716056440798
2002-04-29,0.5460508498772436
2002-04-30,0.2775415934012496
