,value
2011-02-04 06:00:00,468.56502242152465
2011-02-04 09:00:00,827.8064275037369
2011-02-04 12:00:00,740.1307922272048
2011-02-04 15:00:00,754.1068759342303
2011-02-04 18:00:00,817.6793721973095
2011-02-04 21:00:00,627.0104633781763
2011-02-05 00:00:00,318.99103139013465
2011-02-05 03:00:00,340.6651718983557
2011-02-05 06:00:00,702.4028400597907
2011-02-05 09:00:00,885.5082212257098
2011-02-05 12:00:00,815.3064275037369
2011-02-05 15:00:00,837.7989536621823
2011-02-05 18:00:00,877.2608370702545
2011-02-05 21:00:00,635.7399103139015
2011-02-06 00:00:00,330.95291479820634
2011-02-06 03:00:00,336.18086696562034
2011-02-06 06:00:00,494.372197309417
2011-02-06 09:00:00,881.0089686098654
2011-02-06 12:00:00,809.0620328849028
2011-02-06 15:00:00,870.896860986547
2011-02-06 18:00:00,793.191330343797
2011-02-06 21:00:00,589.3535127055305
2011-02-07 00:00:00,318.9872944693573
2011-02-07 03:00:00,361.618086696562
2011-02-07 06:00:00,500.1083707025411
2011-02-07 09:00:00,779.2152466367714
2011-02-07 12:00:00,692.9446935724965
2011-02-07 15:00:00,753.6061285500749
2011-02-07 18:00:00,804.1928251121077
2011-02-07 21:00:00,604.4357249626308
2011-02-08 00:00:00,331.3153961136024
2011-02-08 03:00:00,362.727952167414
2011-02-08 06:00:00,483.15396113602395
2011-02-08 09:00:00,802.6943198804184
2011-02-08 12:00:00,787.2010463378177
2011-02-08 15:00:00,791.8236173393125
2011-02-08 18:00:00,803.4342301943201
2011-02-08 21:00:00,597.0852017937221
2011-02-09 00:00:00,336.5545590433483
2011-02-09 03:00:00,352.2608370702542
2011-02-09 06:00:00,462.2159940209267
2011-02-09 09:00:00,760.9865470852019
2011-02-09 12:00:00,715.908071748879
2011-02-09 15:00:00,747.4925261584455
2011-02-09 18:00:00,812.8064275037367
2011-02-09 21:00:00,587.3579970104634
2011-02-10 00:00:00,337.67563527653226
2011-02-10 03:00:00,348.51644245142006
2011-02-10 06:00:00,465.57174887892387
2011-02-10 09:00:00,747.993273542601
2011-02-10 12:00:00,719.0396113602391
2011-02-10 15:00:00,744.3609865470853
2011-02-10 18:00:00,783.5837070254111
2011-02-10 21:00:00,592.0926756352762
2011-02-11 00:00:00,329.4544095665172
2011-02-11 03:00:00,344.40209267563523
2011-02-11 06:00:00,449.11434977578466
2011-02-11 09:00:00,773.3370702541106
2011-02-11 12:00:00,709.4207772795216
2011-02-11 15:00:00,636.0388639760837
2011-02-11 18:00:00,839.0396113602393
2011-02-11 21:00:00,651.203288490284
2011-02-12 00:00:00,351.8834080717489
2011-02-12 03:00:00,365.35127055306424
2011-02-12 06:00:00,487.3916292974587
2011-02-12 09:00:00,845.788490284006
2011-02-12 12:00:00,794.5852017937219
2011-02-12 15:00:00,793.5762331838565
2011-02-12 18:00:00,904.6225710014947
2011-02-12 21:00:00,668.5650224215245
2011-02-13 00:00:00,357.1225710014948
2011-02-13 03:00:00,358.6210762331838
2011-02-13 06:00:00,490.6315396113603
2011-02-13 09:00:00,894.8729446935722
2011-02-13 12:00:00,814.6935724962632
2011-02-13 15:00:00,886.6330343796714
2011-02-13 18:00:00,862.8961136023914
2011-02-13 21:00:00,603.6883408071749
2011-02-14 00:00:00,326.4648729446936
2011-02-14 03:00:00,399.009715994021
2011-02-14 06:00:00,546.4760837070253
2011-02-14 09:00:00,811.3079222720479
2011-02-14 12:00:00,747.0104633781766
2011-02-14 15:00:00,801.7077727952166
2011-02-14 18:00:00,826.9282511210762
2011-02-14 21:00:00,593.7182361733932
2011-02-15 00:00:00,335.4334828101643
2011-02-15 03:00:00,353.0044843049327
2011-02-15 06:00:00,445.7585949177878
2011-02-15 09:00:00,772.111360239163
2011-02-15 12:00:00,748.5089686098655
2011-02-15 15:00:00,763.2436472346789
2011-02-15 18:00:00,770.6016442451418
2011-02-15 21:00:00,587.4850523168909
2011-02-16 00:00:00,447.2458893871449
2011-02-16 03:00:00,437.5298953662181
2011-02-16 06:00:00,486.1434977578474
2011-02-16 09:00:00,830.9342301943198
2011-02-16 12:00:00,779.3423019431989
2011-02-16 15:00:00,813.8153961136026
2011-02-16 18:00:00,793.9536621823617
2011-02-16 21:00:00,569.5328849028401
2011-02-17 00:00:00,350.3886397608371
2011-02-17 03:00:00,354.12929745889386
2011-02-17 06:00:00,485.02242152466357
2011-02-17 09:00:00,846.0388639760837
2011-02-17 12:00:00,783.7107623318385
2011-02-17 15:00:00,825.0560538116592
2011-02-17 18:00:00,801.0687593423019
2011-02-17 21:00:00,582.2458893871451
2011-02-18 00:00:00,329.82436472346785
2011-02-18 03:00:00,349.2713004484305
2011-02-18 06:00:00,483.8976083707025
2011-02-18 09:00:00,806.0724962630793
2011-02-18 12:00:00,780.0822122571002
2011-02-18 15:00:00,837.54110612855
2011-02-18 18:00:00,848.4118086696562
2011-02-18 21:00:00,640.4820627802691
2011-02-19 00:00:00,350.014947683109
2011-02-19 03:00:00,366.47608370702534
2011-02-19 06:00:00,515.6838565022422
2011-02-19 09:00:00,885.1382660687592
2011-02-19 12:00:00,812.0627802690583
2011-02-19 15:00:00,825.9267563527654
2011-02-19 18:00:00,865.2727952167412
2011-02-19 21:00:00,638.8452914798207
2011-02-20 00:00:00,344.78325859491775
2011-02-20 03:00:00,356.75635276532125
2011-02-20 06:00:00,537.3692077727952
2011-02-20 09:00:00,859.2713004484305
2011-02-20 12:00:00,856.27802690583
2011-02-20 15:00:00,874.1405082212253
2011-02-20 18:00:00,793.6958146487295
2011-02-20 21:00:00,597.3281016442451
2011-02-21 00:00:00,336.92825112107613
2011-02-21 03:00:00,370.21674140508213
2011-02-21 06:00:00,733.0829596412556
2011-02-21 09:00:00,789.5702541106128
2011-02-21 12:00:00,741.1285500747384
2011-02-21 15:00:00,776.831091180867
2011-02-21 18:00:00,782.7092675635276
2011-02-21 21:00:00,587.4738415545592
2011-02-22 00:00:00,338.0493273542601
2011-02-22 03:00:00,429.2937219730941
2011-02-22 06:00:00,510.81838565022434
2011-02-22 09:00:00,802.8251121076232
2011-02-22 12:00:00,744.9887892376682
2011-02-22 15:00:00,755.601644245142
2011-02-22 18:00:00,799.319880418535
2011-02-22 21:00:00,601.5732436472348
2011-02-23 00:00:00,324.59641255605385
2011-02-23 03:00:00,356.752615844544
2011-02-23 06:00:00,482.02914798206274
2011-02-23 09:00:00,805.8258594917788
2011-02-23 12:00:00,695.829596412556
2011-02-23 15:00:00,739.757100149477
2011-02-23 18:00:00,760.5904334828101
2011-02-23 21:00:00,567.7914798206277
2011-02-24 00:00:00,309.26008968609875
2011-02-24 03:00:00,372.4588938714499
2011-02-24 06:00:00,536.6218236173394
2011-02-24 09:00:00,755.3736920777279
2011-02-24 12:00:00,735.1382660687594
2011-02-24 15:00:00,751.4798206278027
2011-02-24 18:00:00,807.9372197309417
2011-02-24 21:00:00,611.162182361734
2011-02-25 00:00:00,354.50298953662195
2011-02-25 03:00:00,363.8527653213752
2011-02-25 06:00:00,482.7727952167413
2011-02-25 09:00:00,735.7735426008967
2011-02-25 12:00:00,743.4977578475338
2011-02-25 15:00:00,784.7085201793725
2011-02-25 18:00:00,851.7787742899849
2011-02-25 21:00:00,656.9319880418535
2011-02-26 00:00:00,351.13602391629297
2011-02-26 03:00:00,364.2339312406577
2011-02-26 06:00:00,483.52017937219733
2011-02-26 09:00:00,828.1726457399103
2011-02-26 12:00:00,734.129297458894
2011-02-26 15:00:00,783.9536621823617
2011-02-26 18:00:00,907.9970104633782
2011-02-26 21:00:00,665.0560538116594
2011-02-27 00:00:00,430.0485799701045
2011-02-27 03:00:00,430.0448430493272
2011-02-27 06:00:00,548.490284005979
2011-02-27 09:00:00,838.6659192825113
2011-02-27 12:00:00,756.4872944693574
2011-02-27 15:00:00,791.819880418535
2011-02-27 18:00:00,835.9155455904335
2011-02-27 21:00:00,597.0814648729447
2011-02-28 00:00:00,324.5964125560539
2011-02-28 03:00:00,367.6008968609865
2011-02-28 06:00:00,454.7272047832585
2011-02-28 09:00:00,726.4125560538115
2011-02-28 12:00:00,670.0149476831092
2011-02-28 15:00:00,710.8071748878923
2011-02-28 18:00:00,761.0986547085203
2011-02-28 21:00:00,574.0209267563529
2011-03-01 00:00:00,305.14947683109125
2011-03-01 03:00:00,331.3191330343796
2011-03-01 06:00:00,445.3774289985052
2011-03-01 09:00:00,765.1270553064277
2011-03-01 12:00:00,679.6076233183858
2011-03-01 15:00:00,704.4394618834081
2011-03-01 18:00:00,773.3370702541107
2011-03-01 21:00:00,571.7750373692078
2011-03-02 00:00:00,303.27727952167425
2011-03-02 03:00:00,329.076980568012
2011-03-02 06:00:00,476.7937219730941
2011-03-02 09:00:00,751.147234678625
2011-03-02 12:00:00,672.257100149477
2011-03-02 15:00:00,713.9088191330343
2011-03-02 18:00:00,770.3437967115098
2011-03-02 21:00:00,571.7787742899851
2011-03-03 00:00:00,567.286995515695
2011-03-03 03:00:00,626.7488789237667
2011-03-03 06:00:00,717.5822122571002
2011-03-03 09:00:00,726.6666666666666
2011-03-03 12:00:00,695.4596412556053
2011-03-03 15:00:00,697.8176382660689
2011-03-03 18:00:00,777.4514200298954
2011-03-03 21:00:00,587.1038863976083
2011-03-04 00:00:00,315.6091180866967
2011-03-04 03:00:00,336.55829596412565
2011-03-04 06:00:00,426.6741405082212
2011-03-04 09:00:00,753.9985052316889
2011-03-04 12:00:00,762.3542600896862
2011-03-04 15:00:00,712.4065769805679
2011-03-04 18:00:00,830.0448430493275
2011-03-04 21:00:00,630.9977578475335
2011-03-05 00:00:00,315.6165919282512
2011-03-05 03:00:00,331.3191330343797
2011-03-05 06:00:00,466.3228699551569
2011-03-05 09:00:00,839.0396113602392
2011-03-05 12:00:00,799.4544095665173
2011-03-05 15:00:00,807.0702541106128
2011-03-05 18:00:00,851.7787742899849
2011-03-05 21:00:00,613.7817638266067
2011-03-06 00:00:00,328.32959641255616
2011-03-06 03:00:00,332.07025411061267
2011-03-06 06:00:00,459.96636771300444
2011-03-06 09:00:00,810.3176382660686
2011-03-06 12:00:00,761.4910313901346
2011-03-06 15:00:00,806.4349775784752
2011-03-06 18:00:00,817.1823617339313
2011-03-06 21:00:00,605.8071748878923
2011-03-07 00:00:00,327.58221225710025
2011-03-07 03:00:00,385.54559043348286
2011-03-07 06:00:00,716.0687593423021
2011-03-07 09:00:00,743.1278026905829
2011-03-07 12:00:00,733.3781763826609
2011-03-07 15:00:00,772.9596412556053
2011-03-07 18:00:00,828.5463378176382
2011-03-07 21:00:00,600.0747384155455
2011-03-08 00:00:00,324.2189835575485
2011-03-08 03:00:00,340.66890881913275
2011-03-08 06:00:00,482.3991031390135
2011-03-08 09:00:00,739.8953662182362
2011-03-08 12:00:00,682.111360239163
2011-03-08 15:00:00,761.7301943198805
2011-03-08 18:00:00,762.5934230194321
2011-03-08 21:00:00,597.4551569506726
2011-03-09 00:00:00,333.5650224215246
2011-03-09 03:00:00,407.98579970104635
2011-03-09 06:00:00,735.7884902840061
2011-03-09 09:00:00,685.840807174888
2011-03-09 12:00:00,697.701793721973
2011-03-09 15:00:00,754.9813153961139
2011-03-09 18:00:00,785.8258594917788
2011-03-09 21:00:00,611.5470852017937
2011-03-10 00:00:00,333.19506726457394
2011-03-10 03:00:00,350.3923766816143
2011-03-10 06:00:00,481.6554559043348
2011-03-10 09:00:00,733.8901345291479
2011-03-10 12:00:00,720.6464872944694
2011-03-10 15:00:00,827.044095665172
2011-03-10 18:00:00,824.054559043348
2011-03-10 21:00:00,618.9088191330342
2011-03-11 00:00:00,344.40956651718983
2011-03-11 03:00:00,353.3856502242151
2011-03-11 06:00:00,480.160687593423
2011-03-11 09:00:00,730.2690582959643
2011-03-11 12:00:00,709.1741405082213
2011-03-11 15:00:00,710.923019431988
2011-03-11 18:00:00,791.4461883408071
2011-03-11 21:00:00,652.9372197309418
2011-03-12 00:00:00,339.1741405082211
2011-03-12 03:00:00,349.65246636771303
2011-03-12 06:00:00,481.65171898355743
2011-03-12 09:00:00,738.9088191330344
2011-03-12 12:00:00,772.9596412556053
2011-03-12 15:00:00,752.608370702541
2011-03-12 18:00:00,837.5448430493274
2011-03-12 21:00:00,652.9446935724962
2011-03-13 00:00:00,335.4409566517189
2011-03-13 03:00:00,344.4058295964125
2011-03-13 06:00:00,465.5680119581464
2011-03-13 09:00:00,779.7085201793724
2011-03-13 12:00:00,744.7571001494767
2011-03-13 15:00:00,763.2361733931242
2011-03-13 18:00:00,817.8026905829597
2011-03-13 21:00:00,597.2047832585951
2011-03-14 00:00:00,320.8557548579968
2011-03-14 03:00:00,338.42675635276527
2011-03-14 06:00:00,474.17787742899844
2011-03-14 09:00:00,753.994768310912
2011-03-14 12:00:00,691.696562032885
2011-03-14 15:00:00,740.5044843049327
2011-03-14 18:00:00,753.7257100149477
2011-03-14 21:00:00,604.8094170403588
2011-03-15 00:00:00,424.80941704035877
2011-03-15 03:00:00,469.68236173393126
2011-03-15 06:00:00,566.0612855007474
2011-03-15 09:00:00,747.9970104633782
2011-03-15 12:00:00,693.5799701046338
2011-03-15 15:00:00,723.4005979073245
2011-03-15 18:00:00,753.3594917787744
2011-03-15 21:00:00,583.4977578475335
2011-03-16 00:00:00,318.23617339312403
2011-03-16 03:00:00,330.19805680119583
2011-03-16 06:00:00,476.42002989536627
2011-03-16 09:00:00,738.2660687593425
2011-03-16 12:00:00,727.2907324364722
2011-03-16 15:00:00,752.993273542601
2011-03-16 18:00:00,773.3445440956652
2011-03-16 21:00:00,607.432735426009
2011-03-17 00:00:00,331.32660687593415
2011-03-17 03:00:00,342.5411061285501
2011-03-17 06:00:00,485.51943198804173
2011-03-17 09:00:00,719.035874439462
2011-03-17 12:00:00,702.4551569506726
2011-03-17 15:00:00,723.0194319880419
2011-03-17 18:00:00,751.4835575485799
2011-03-17 21:00:00,579.7608370702541
2011-03-18 00:00:00,313.3744394618834
2011-03-18 03:00:00,329.8281016442452
2011-03-18 06:00:00,481.2817638266068
2011-03-18 09:00:00,732.6569506726456
2011-03-18 12:00:00,703.5612855007474
2011-03-18 15:00:00,772.8550074738415
2011-03-18 18:00:00,765.6016442451419
2011-03-18 21:00:00,641.8348281016443
2011-03-19 00:00:00,332.4476831091179
2011-03-19 03:00:00,336.55829596412565
2011-03-19 06:00:00,447.62331838565024
2011-03-19 09:00:00,764.9850523168908
2011-03-19 12:00:00,757.3692077727952
2011-03-19 15:00:00,799.1928251121076
2011-03-19 18:00:00,847.6532137518685
2011-03-19 21:00:00,681.390134529148
2011-03-20 00:00:00,347.7765321375187
2011-03-20 03:00:00,344.7832585949177
2011-03-20 06:00:00,469.30866965620316
2011-03-20 09:00:00,778.852765321375
2011-03-20 12:00:00,783.221225710015
2011-03-20 15:00:00,842.0403587443944
2011-03-20 18:00:00,885.8781763826609
2011-03-20 21:00:00,636.3527653213752
2011-03-21 00:00:00,351.5134529147981
2011-03-21 03:00:00,389.28251121076227
2011-03-21 06:00:00,489.133034379671
2011-03-21 09:00:00,659.7944693572497
2011-03-21 12:00:00,671.7526158445442
2011-03-21 15:00:00,690.7174887892376
2011-03-21 18:00:00,779.3348281016443
2011-03-21 21:00:00,621.2705530642751
2011-03-22 00:00:00,331.32286995515693
2011-03-22 03:00:00,356.7526158445441
2011-03-22 06:00:00,489.8766816143496
2011-03-22 09:00:00,677.8774289985053
2011-03-22 12:00:00,664.1554559043349
2011-03-22 15:00:00,699.6898355754857
2011-03-22 18:00:00,750.97533632287
2011-03-22 21:00:00,613.7855007473843
2011-03-23 00:00:00,338.0455904334827
2011-03-23 03:00:00,354.8729446935724
2011-03-23 06:00:00,679.0470852017937
2011-03-23 09:00:00,642.4551569506727
2011-03-23 12:00:00,665.7847533632287
2011-03-23 15:00:00,697.2085201793722
2011-03-23 18:00:00,757.727952167414
2011-03-23 21:00:00,617.8026905829596
2011-03-24 00:00:00,334.6860986547086
2011-03-24 03:00:00,375.07473841554565
2011-03-24 06:00:00,495.4857997010463
2011-03-24 09:00:00,666.6479820627803
2011-03-24 12:00:00,683.4753363228698
2011-03-24 15:00:00,697.07399103139
2011-03-24 18:00:00,769.7197309417039
2011-03-24 21:00:00,616.4125560538117
2011-03-25 00:00:00,341.41255605381156
2011-03-25 03:00:00,377.31689088191325
2011-03-25 06:00:00,504.46188340807186
2011-03-25 09:00:00,663.5239162929746
2011-03-25 12:00:00,695.5941704035876
